color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Nicolas Winding Refn,253,118,0,500,Bella Heathcote,18000,1330827,Horror,Keanu Reeves,The Neon Demon ,9866,19879,Charles Baker,2,beauty,73,English,France,R,7000000,2016,860,7,2.35,0
Color,Jonathan Liebesman,140,96,474,82,Emma Caulfield,1000,32131483,Horror,Sullivan Stapleton,Darkness Falls ,25870,2212,Angus Sampson,0,boy,369,English,USA,PG-13,11000000,2003,970,4.9,2.35,2000
Color,Matt Bettinelli-Olpin,137,89,14,270,Allison Miller,971,15818967,Horror,Zach Gilford,Devil's Due ,13913,2517,Vanessa Ray,0,eiffel tower at night,120,English,USA,R,7000000,2014,479,4,1.85,0
 Black and White,Rob Zombie,202,105,0,303,Matthew McGrory,1000,12583510,Horror,Sid Haig,House of 1000 Corpses ,60709,2444,Erin Daniels,0,actor playing multiple roles,922,English,USA,R,7000000,2003,340,6,1.85,0
Color,Sharron Miller,8,79,0,23,Elizabeth MacRae,246,,Horror,Bernard Fox,Alien Zone ,440,345,Charles Aidman,0,affair,21,English,USA,PG,350000,1978,29,4.1,,44
Color,John R. Leonetti,271,99,40,300,Annabelle Wallis,1000,84263837,Horror,Alfre Woodard,Annabelle ,81699,2323,Gabriel Bateman,0,horror movie prequel,291,English,USA,R,6500000,2014,421,5.4,2.35,45000
Color,Louis Morneau,97,91,38,91,Bob Gunton,730,10149779,Horror,Leon,Bats ,8294,1405,Ned Bellamy,0,animal attack,160,English,USA,PG-13,6500000,1999,461,3.6,2.35,342
Color,Dominique Othenin-Girard,137,96,2,120,Tamara Glynn,742,11642254,Horror,Donald Pleasence,Halloween 5 ,22929,1308,Troy Evans,1,cat,287,English,USA,X,3000000,1989,256,5.2,1.85,926
Color,David Cronenberg,179,89,0,15,Leslie Carlson,391,,Horror,Debbie Harry,Videodrome ,60522,477,Reiner Schwarz,0,cyberpunk,228,English,Canada,R,5952000,1983,20,7.3,1.85,0
Color,Jaume Balagueró,222,85,57,6,Pablo Rosso,37,27024,Horror,Jonathan D. Mellor,[Rec] 2 ,55597,73,Andrea Ros,0,apartment,148,Spanish,Spain,R,5600000,2009,9,6.6,1.85,4000
Color,Darren Lynn Bousman,250,95,163,651,Tony Nappo,1000,87025093,Horror,Emmanuelle Vaugier,Saw II ,188679,4134,Shawnee Smith,0,death,864,English,USA,R,4000000,2005,654,6.6,1.85,0
Color,David F. Sandberg,159,81,26,300,Amiah Miller,2000,56536016,Horror,Billy Burke,Lights Out ,13523,3344,Gabriel Bateman,0,based on short film,95,English,USA,PG-13,4900000,2016,509,6.9,2.35,0
Color,Henry Joost,251,94,24,434,Sprague Grayden,581,104007828,Horror,Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0,animate object,314,English,USA,R,5000000,2011,438,5.8,1.85,24000
Color,Henry Joost,248,96,24,113,Brendon Eggertsen,235,53884821,Horror,Matt Shively,Paranormal Activity 4 ,51204,799,Alisha Boe,0,boy in a bathtub,247,English,USA,R,5000000,2012,119,4.6,1.85,26000
Color,David Gelb,152,83,26,801,Mark Duplass,10000,25799043,Horror,Olivia Wilde,The Lazarus Effect ,28513,11771,Donald Glover,0,electrocuted,126,English,USA,PG-13,3300000,2015,830,5.2,2.35,0
Color,Mike Flanagan,336,104,59,202,Rory Cochrane,972,27689474,Horror,James Lafferty,Oculus ,85688,2071,Garrett Ryan,0,home office,339,English,USA,R,5000000,2013,407,6.5,2.35,23000
Color,John Erick Dowdle,196,93,66,161,Edwin Hodge,1000,21197315,Horror,Ben Feldman,"As Above, So Below ",49948,1410,Perdita Weeks,0,archeologist,211,English,USA,R,5000000,2014,200,6.1,1.85,14000
Color,Joe Chappelle,123,93,13,141,Kim Darby,742,15126948,Horror,Donald Pleasence,Halloween: The Curse of Michael Myers ,20815,1227,Mitchell Ryan,0,halloween,335,English,USA,R,5000000,1995,152,4.9,1.85,0
Color,Dwight H. Little,144,88,27,101,Kathleen Kinmont,742,17768000,Horror,Donald Pleasence,Halloween 4: The Return of Michael Myers ,29629,1136,Ellie Cornell,0,halloween,374,English,USA,R,5000000,1988,120,5.9,1.85,0
Color,Fred Walton,96,89,17,85,Deborah Foreman,690,12947763,Horror,Thomas F. Wilson,April Fool's Day ,10624,1160,Clayton Rohner,0,april fool's day,125,English,USA,R,5000000,1986,190,6.2,2.35,0
Color,Gonzalo López-Gallego,228,86,17,205,Ryan Robbins,520,17683670,Horror,Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0,cosmonaut,323,English,USA,PG-13,5000000,2011,270,5.2,1.33,0
Color,J.S. Cardone,56,90,23,560,Kerr Smith,847,6755271,Horror,Brendan Fehr,The Forsaken ,7319,3004,Izabella Miko,4,flashing breasts,131,English,USA,R,5000000,2001,591,5.3,1.85,327
Color,M. Night Shyamalan,371,94,0,99,Patch Darragh,432,65069140,Horror,Ocean James,The Visit ,65299,1010,Olivia DeJonge,,farm,455,English,USA,PG-13,5000000,2015,309,6.2,1.85,27000
Color,Oren Peli,56,91,110,14,Sandra Staggs,46,,Horror,Glenn Campbell,Area 51 ,7888,117,Jelena Nik,0,alien,55,English,USA,R,5000000,2015,21,4.2,,0
Color,Nick Murphy,195,107,58,537,Imelda Staunton,874,,Horror,Isaac Hempstead Wright,The Awakening ,46347,2363,Joseph Mawle,1,boarding school,112,English,UK,R,3000000,2011,579,6.5,2.35,10000
Color,Eli Roth,303,93,0,581,Takashi Miike,1000,47277326,Horror,Jay Hernandez,Hostel ,138814,2990,Rick Hoffman,0,bratislava,1516,English,USA,R,4800000,2005,1000,5.9,2.35,0
Color,George A. Romero,274,90,0,231,Shawn Roberts,648,101055,Horror,Julian Richings,Survival of the Dead ,17478,1951,Kathleen Munroe,0,delaware,159,English,USA,R,4000000,2009,529,5,2.35,0
Color,John Carpenter,172,93,0,133,Peter Jason,355,13008928,Horror,Meg Foster,They Live ,73501,837,George 'Buck' Flower,0,alien,333,English,USA,R,4000000,1988,151,7.3,2.35,27000
Color,Wes Craven,160,107,0,255,Emily Meade,798,14637490,Horror,Frank Grillo,My Soul to Take ,16411,2537,Zena Grey,2,evil,136,English,USA,R,25000000,2010,374,4.8,2.35,0
Color,Phil Joanou,39,93,21,359,Shannon Woodward,763,,Horror,Lily Rabe,The Veil ,4146,2651,Kira McLean,2,documentary crew,29,English,USA,R,4000000,2016,637,4.7,2.35,0
Color,Sean Byrne,182,84,18,35,Jessica McNamee,399,,Horror,Robin McLeavy,The Loved Ones ,27781,644,Victoria Thaine,1,escape,104,English,Australia,R,,2009,129,6.7,2.35,0
Color,Chris Stokes,14,81,548,104,Rachel Sterling,166,,Horror,Kristen Quintrall,No Vacancy ,1561,609,Black Thomas,0,motel,21,English,USA,R,4000000,2012,134,4.2,,531
Color,Robert Eggers,425,92,22,159,Kate Dickie,648,25138292,Horror,Julian Richings,The Witch ,66483,1122,Ralph Ineson,0,black magic,452,English,USA,R,3500000,2015,191,6.8,1.66,43000
Color,George A. Romero,184,87,0,83,John Amplas,1000,,Horror,Greg Nicotero,Day of the Dead ,49672,1592,Joseph Pilato,1,bunker,419,English,USA,Unrated,3500000,1985,177,7.2,1.85,3000
Color,Gideon Raff,33,94,47,108,Gloria Votsis,430,,Horror,Gideon Emery,Train ,4790,836,Derek Magyar,1,blood splatter,52,English,USA,R,,2008,209,4.8,1.85,804
Color,Anthony C. Ferrante,139,97,48,689,John Heard,984,,Horror,Ian Ziering,Sharknado ,34532,3075,Cassandra Scerbo,0,cult film,236,English,USA,TV-14,1000000,2013,697,3.3,1.78,93000
Color,Charles Adelman,4,96,0,460,Kevin Pollak,708,,Horror,Teri Polo,2:13 ,961,2307,Jere Burns,0,death,12,English,USA,,3500000,2009,574,4.8,2.35,211
Color,Brandon Cronenberg,188,108,43,463,Douglas Smith,691,,Horror,Sarah Gadon,Antiviral ,9356,1962,Caleb Landry Jones,0,celebrity,47,English,Canada,Not Rated,3200000,2012,480,5.7,1.85,0
Color,Tod Williams,264,98,21,189,Molly Ephraim,438,84749884,Horror,Sprague Grayden,Paranormal Activity 2 ,82133,1081,Micah Sloat,0,california,359,English,USA,R,3000000,2010,332,5.7,1.85,14000
Color,James DeMonaco,361,85,65,535,Adelaide Kane,942,64423650,Horror,Rhys Wakefield,The Purge ,139329,3708,Chris Mulkey,0,class differences,578,English,USA,R,3000000,2013,810,5.7,2.35,31000
Color,Scott Derrickson,411,110,301,412,Victoria Leigh,1000,48056940,Horror,Danielle Kotch,Sinister ,155153,2239,James Ransone,0,book,524,English,USA,R,3000000,2012,419,6.8,2.35,58000
Color,Tom McLoughlin,158,86,41,155,Ron Palillo,956,19472057,Horror,Tony Goldwyn,Jason Lives: Friday the 13th Part VI ,25332,1862,Vincent Guastaferro,0,actual animal killed,307,English,USA,R,3000000,1986,316,5.9,1.85,0
Color,,10,173,,476,Colm Feore,723,,Horror,Craig T. Nelson,Creature             ,2011,3149,Megalyn Echikunwoke,3,author cameo,33,English,USA,,,,539,5,1.78,518
Color,Deon Taylor,63,88,26,236,Betsy Russell,487,143000,Horror,Matt Cohen,Chain Letter ,4122,1495,Noah Segan,0,blood splatter,48,English,USA,R,5000000,2009,298,4.1,2.35,0
Color,Will Canon,58,83,8,617,Scott Mechlowicz,798,,Horror,Frank Grillo,Demonic ,7358,4756,Aaron Yoo,1,death,39,English,USA,R,3000000,2015,634,5.3,,0
Color,Alexandre Aja,251,89,192,142,Maïwenn,447,3645438,Horror,Cécile De France,High Tension ,55040,923,Oana Pellea,1,car chase,539,French,France,Unrated,2200000,2003,236,6.8,2.35,0
Color,John Carl Buechler,110,88,152,181,Terry Kiser,935,19170001,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood ,21359,1855,William Butler,0,death,270,English,USA,R,2800000,1988,448,5.3,1.85,0
Color,George A. Romero,280,95,0,192,Shawn Roberts,569,952620,Horror,Megan Park,Diary of the Dead ,40800,1797,Joe Dinicol,0,barn,332,English,USA,R,2000000,2007,529,5.7,1.85,0
Color,Joseph Zito,166,97,17,74,Tom Everett,158,32600000,Horror,Judie Aronson,Friday the 13th: The Final Chapter ,29488,467,Kimberly Beck,0,friday the thirteenth,326,English,USA,R,1800000,1984,84,5.9,1.85,0
Color,Nacho Vigalondo,173,66,76,36,Nacho Vigalondo,123,38108,Horror,Karra Elejalde,Timecrimes ,40878,239,Bárbara Goenaga,0,binoculars,124,Spanish,Spain,R,2600000,2007,76,7.2,1.85,0
Color,Tony Giglio,66,100,6,209,Nick Searcy,331,,Horror,Brianna Brown,Timber Falls ,5012,1082,Beth Broderick,1,hiking,47,English,USA,R,2600000,2007,272,5.3,1.85,254
Color,Rob Zombie,220,119,0,593,Tyler Mane,908,33386128,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,Margot Kidder,0,halloween,491,English,USA,R,15000000,2009,764,4.9,1.85,3000
Color,Tommy Lee Wallace,162,98,24,67,Dan O'Herlihy,381,14400000,Horror,Tom Atkins,Halloween III: Season of the Witch ,28589,684,Nancy Kyes,0,doctor,532,English,USA,R,2500000,1982,128,4.6,2.35,0
Color,Stefan Ruzowitzky,62,103,24,10,Rüdiger Vogler,127,5725,Horror,Benno Fürmann,Anatomy ,10220,163,Sebastian Blomberg,0,dissection,110,German,Germany,R,8400000,2000,10,6.1,2.35,560
Color,Danny Perez,10,94,0,442,Emmanuel Kabongo,1000,,Horror,Natasha Lyonne,Antibirth ,63,2406,Mark Webber,1,,2,English,USA,,3500000,2016,677,6.3,,89
Color,Steve Miner,235,91,49,20,Dana Kimmell,72,36200000,Horror,Richard Brooker,Friday the 13th Part III ,31952,174,Catherine Parks,0,defecation,372,English,USA,R,4000000,1982,31,5.7,2.35,0
Color,Danny Steinmann,160,92,13,17,Melanie Kinnaman,42,21300000,Horror,Tiffany Helm,Friday the 13th: A New Beginning ,22521,170,Dominick Brascia,0,jason voorhees,342,English,USA,R,2200000,1985,27,4.7,1.85,1000
Color,Jaume Balagueró,252,78,57,7,Pablo Rosso,120,,Horror,Manuela Velasco,[Rec] ,131462,145,Carlos Lasarte,0,apartment building,374,Spanish,Spain,R,1500000,2007,9,7.5,1.85,15000
Color,Neil Mcenery-West,33,77,0,260,Michael Chapman,846,,Horror,Walter Hendrix III,Containment ,1355,2044,Louise Brealey,0,hazmat suit,21,English,UK,,,2015,366,4.8,,275
Color,David Robert Mitchell,533,100,421,159,Ruby Harris,314,14673301,Horror,Maika Monroe,It Follows ,112899,1062,Jake Weary,0,ambiguous ending,631,English,USA,R,2000000,2014,189,6.9,2.35,45000
Color,Kevin Tenney,65,98,85,186,Tawny Kitaen,265,7369373,Horror,Kathleen Wilhoite,Witchboard ,4288,901,Rose Marie,1,evil spirit,74,English,UK,R,2000000,1986,194,5.7,1.85,0
Color,Brian Yuzna,46,97,97,163,Kent McCord,787,,Horror,Melinda Clarke,Return of the Living Dead III ,10182,1362,Sarah Douglas,1,female nudity,130,English,USA,R,2000000,1993,196,5.9,1.85,810
Color,James Watkins,161,91,43,418,Jack O'Connell,13000,5824,Horror,Michael Fassbender,Eden Lake ,57811,14561,Lorraine Stanley,1,camping,357,English,UK,R,,2008,698,6.8,2.35,0
Color,Colin Minihan,116,92,6,103,Sean Rogerson,253,,Horror,Mackenzie Gray,Grave Encounters ,40380,762,Ashleigh Gryzko,0,ghost,235,English,Canada,Not Rated,100000,2011,113,6.1,1.78,0
Color,Dave Payne,21,88,0,332,Lew Temple,633,,Horror,Mircea Monroe,No Man's Land: The Rise of Reeker ,2701,2620,Robert Pine,0,death,31,English,USA,R,2000000,2008,597,4.9,1.78,153
Color,Harald Reinl,38,80,2,51,Lex Barker,16000,,Horror,Christopher Lee,The Torture Chamber of Dr. Sadism ,952,16110,Karin Dor,0,count,36,German,West Germany,M,,1967,57,6,1.66,200
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,Horror,Johnny Depp,A Nightmare on Elm Street ,149293,42918,Amanda Wyss,1,freddy krueger,668,English,USA,X,1800000,1984,852,7.5,1.85,10000
Color,Tony Krantz,53,113,15,491,Tom Cavanagh,647,,Horror,George Newbern,Sublime ,6267,2439,Cas Anvar,0,birthday,103,English,USA,R,1800000,2007,642,5.3,2.35,368
Color,David Hunt,1,112,0,11,Chris Cleveland,86,,Horror,Matthew Alan,Living Dark: The Story of Ted the Caver ,28,139,Circus-Szalewski,0,brother,1,English,USA,PG-13,1750000,2013,42,6.3,1.85,73
Color,Steven R. Monroe,225,105,68,374,Chad Lindberg,635,92401,Horror,Sarah Butler,I Spit on Your Grave ,56402,2423,Daniel Franzese,0,horror movie remake,209,English,USA,R,2000000,2010,445,6.3,2.35,17000
Color,Lluís Quílez,40,92,0,2,Pixie Davies,327,,Horror,Stephen Rea,Out of the Dark ,2621,380,Alejandro Furth,3,haunted house,18,English,USA,R,,2014,51,4.7,2.35,844
Color,Travis Zariwny,68,99,4,114,Gage Golightly,427,,Horror,Dustin Ingram,Cabin Fever ,3313,992,Samuel Davis,0,female rear nudity,40,English,USA,Not Rated,,2016,253,3.7,,2000
Color,Brad Anderson,127,100,122,83,Brendan Sexton III,210,373967,Horror,Paul Guilfoyle,Session 9 ,43839,469,Larry Fessenden,0,abandoned asylum,481,English,USA,R,1500000,2001,148,6.5,2.35,0
Color,Jon Knautz,63,99,10,295,Adam DiMarco,756,,Horror,Camren Bicondova,Girl House ,4948,2072,Chasty Ballesteros,0,college student,33,English,Canada,,3150000,2014,382,5.5,2.35,969
Color,David Worth,4,91,58,69,Jonathan Mangum,847,,Horror,Jessica Szohr,House at the End of the Drive ,330,1159,Angela Jones,0,ghost story,6,English,USA,R,1400000,2014,147,6.9,,223
Color,Tyler Oliver,24,103,0,511,Chloe Bridges,35000,,Horror,Bella Thorne,Forget Me Not ,4866,38121,Christopher Atkins,1,,38,English,USA,R,1300000,2009,516,5.2,2.35,969
Color,Steve Miner,242,87,49,59,Adrienne King,309,19100000,Horror,Betsy Palmer,Friday the 13th Part 2 ,39690,707,Amy Steel,0,ice pick,394,English,USA,R,1250000,1981,121,6.1,1.85,0
Color,Douglas Cheek,77,96,4,132,John Heard,796,,Horror,Daniel Stern,C.H.U.D. ,7528,1866,Sam McMurray,0,bum,88,English,USA,R,1250000,1984,697,5.5,1.85,0
Color,James Wan,287,103,0,651,Monica Potter,2000,55153403,Horror,Michael Emerson,Saw ,299127,5161,Shawnee Smith,0,chained,1509,English,USA,R,1200000,2004,878,7.7,1.85,0
Color,Jay Alaimo,9,84,2,475,Sabrina Carmichael,10000,,Horror,William McNamara,The Wicked Within ,742,11257,Patrick Muldoon,0,after dark horrorfest,7,English,USA,R,1200000,2015,500,4.6,,479
Color,Dylan Bank,7,100,0,312,Deirdre Lorenz,498,,Horror,Seregon O'Dassey,Bleeding Hearts ,71,1810,Dustin Diamond,1,bare breasts,2,English,USA,,1200000,2015,350,4.2,,242
Color,Joe Marino,9,76,0,0,Anella Vastola,12,,Horror,Piero Maggiò,The Vatican Exorcisms ,332,12,Joe Marino,0,,10,English,Italy,R,1100000,2013,0,2.6,2.35,200
Color,Levan Gabriadze,270,83,6,142,Renee Olstead,707,31537320,Horror,Shelley Hennig,Unfriended ,44329,1565,Heather Sossaman,0,blender,309,English,USA,R,1000000,2014,305,5.7,1.85,13000
Color,Joe Dante,161,91,287,725,Robert Picardo,1000,17986000,Horror,Patrick Macnee,The Howling ,22773,4438,Dee Wallace,0,1980s,195,English,USA,R,1000000,1981,823,6.6,1.85,0
Color,Bradley Parker,270,86,18,300,Ingrid Bolsø Berdal,1000,18112929,Horror,Jesse McCartney,Chernobyl Diaries ,52642,2665,Jonathan Sadowski,0,abandoned building,271,English,USA,R,1000000,2012,466,5,1.85,24000
Color,William Brent Bell,225,83,19,128,Claudiu Trandafir,403,53245055,Horror,Fernanda Andrade,The Devil Inside ,30570,988,Brian Johnson,0,critically bashed,290,English,USA,R,1000000,2012,169,4.2,1.85,12000
Color,Ti West,238,95,243,725,Greta Gerwig,969,100659,Horror,Lena Dunham,The House of the Devil ,30160,3833,Dee Wallace,0,cult film,193,English,USA,R,900000,2009,962,6.4,1.85,0
Color,David DeCoteau,7,83,142,317,Shanley Caswell,458,,Horror,Maureen McCormick,Snow White: A Deadly Summer ,634,1549,Tim Abell,1,reference to snow white,14,English,USA,PG-13,1000000,2012,383,2.2,1.78,150
Color,Katie Aselton,95,83,224,37,Anslem Richardson,224,,Horror,Katie Aselton,Black Rock ,6531,344,Jay Paulson,1,bare breasts,47,English,USA,R,,2012,59,4.7,1.85,0
Color,Robert Heath,40,96,0,177,Alexander Vlahos,335,,Horror,David Oakes,Truth or Die ,6513,1226,Jennie Jacques,2,cabin in the woods,41,English,UK,Not Rated,1000000,2012,334,5.6,2.35,968
Color,Robert Hall,39,95,53,253,Kevin Gage,677,,Horror,Angelina Armani,Fear Clinic ,6256,1825,Fiona Dourif,0,bare breasts,19,English,USA,R,1000000,2015,366,5.2,2.35,936
Color,Blair Erickson,78,87,0,302,Katia Winter,696,,Horror,Monique Candelaria,Banshee Chapter ,6265,1618,Michael McMillian,1,experiment,56,English,Germany,R,950000,2013,371,5.5,,2000
Color,Brian Dorton,10,97,171,76,Brian Dorton,1000,,Horror,Javier Botet,The Horror Network Vol. 1 ,139,1343,Jan Cornet,0,anthology,3,English,USA,,3000000,2015,171,7.3,,52
Color,Clark Baker,1,14,0,37,Alan Pietruszewski,134,,Horror,Taylor Pigeon,Vessel ,292,315,Whit Spurgeon,1,alien,3,English,USA,,,2012,93,6.2,,14
Color,Ti West,292,101,243,74,Jake Ryan,969,77501,Horror,Lena Dunham,The Innkeepers ,27260,1252,Pat Healy,0,bathtub,247,English,USA,R,750000,2011,128,5.5,2.35,0
Color,Jonathan Levine,233,90,129,280,Michael Welch,935,,Horror,Luke Grimes,All the Boys Love Mandy Lane ,25951,2170,Whitney Able,1,drugs,129,English,USA,R,750000,2006,611,5.6,2.35,2000
Color,Christopher Hutson,8,95,3,118,Jennifer Lee Wiggins,717,,Horror,Dichen Lachman,Bled ,851,1117,Michele Morrow,0,artist,30,English,USA,R,750000,2009,134,3.1,1.85,128
Color,Jaume Collet-Serra,228,108,174,324,Paris Hilton,730,32048809,Horror,Robert Ri'chard,House of Wax ,94463,2160,Brian Van Holt,0,brother sister relationship,576,English,Australia,R,30000000,2005,716,5.3,1.85,0
 Black and White,Daniel Myrick,360,81,19,39,Joshua Leonard,170,140530114,Horror,Heather Donahue,The Blair Witch Project ,186786,399,Michael C. Williams,0,found footage,3400,English,USA,R,60000,1999,170,6.4,1.33,0
Color,John 'Bud' Cardos,95,97,8,22,Hoke Howell,423,17000000,Horror,Woody Strode,Kingdom of the Spiders ,3274,516,Tiffany Bolling,0,death,84,English,USA,PG,500000,1977,23,5.9,1.85,0
Color,Darren Lynn Bousman,10,97,163,303,Barry Bostwick,636,,Horror,Paul Sorvino,Alleluia! The Devil's Carnival ,259,2438,Terrance Zdunich,5,carnival,20,English,USA,,500000,2016,456,7.4,1.78,707
Color,Oren Peli,409,84,110,21,Ashley Palmer,189,107917283,Horror,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,dark force,1189,English,USA,R,15000,2007,109,6.3,1.85,12000
 Black and White,Lucio Fulci,203,82,385,22,David Warbeck,48,126387,Horror,Catriona MacColl,The Beyond ,14985,123,Al Cliver,0,doctor,253,Italian,Italy,X,400000,1981,22,6.9,2.35,2000
Color,Paul Fox,80,80,3,39,Jeff Seymour,108,,Horror,Dov Tiefenbach,The Dark Hours ,4788,272,Gordon Currie,0,brain tumor,52,English,Canada,R,500000,2005,64,6.1,1.85,166
Color,Franck Khalfoun,279,89,33,118,Nora Arnezeder,470,12843,Horror,America Olivo,Maniac ,27297,1233,Liane Balaban,0,exhibition,131,English,France,Not Rated,6000000,2012,378,6.1,2.35,0
Color,John Carpenter,318,101,0,598,Donald Pleasence,2000,47000000,Horror,Jamie Lee Curtis,Halloween ,157863,4400,P.J. Soles,0,halloween,1191,English,USA,R,300000,1978,742,7.9,2.35,12000
,Pece Dingo,1,94,0,87,Wilhelm von Homburg,156,,Horror,Michael Des Barres,Midnight Cabaret ,47,544,Thom Mathews,0,cigarette smoking,4,English,USA,R,,1990,102,4.5,,4
Color,Herb Freed,78,96,5,180,Carmen Argenziano,431,,Horror,Linnea Quigley,Graduation Day ,1905,1228,Vanna White,0,coach,58,English,USA,R,250000,1981,338,4.5,1.85,249
Color,Al Franklin,,96,0,270,Steffinnie Phrommany,471,,Horror,Marshal Hilton,Teeth and Blood ,24,1399,Clint Jung,0,blood,2,English,USA,,300000,2015,320,4.3,16,85
Color,Andrew Hyatt,12,95,7,89,Brit Morgan,236,,Horror,Noah Segan,The Frozen ,1488,537,Sedona James,1,two word title,28,English,USA,PG-13,250000,2012,206,4.4,,519
Color,Eric Valette,42,94,2,156,Ryan Kennedy,259,,Horror,Melanie Papalia,Super Hybrid ,1328,711,John Reardon,0,based on comic book,22,English,USA,PG-13,13000000,2010,165,3.9,2.35,0
Color,Pat Holden,44,86,6,115,Martin Compston,498,,Horror,Alan Brent,When the Lights Went Out ,3813,895,Kate Ashfield,0,father daughter relationship,27,English,UK,,,2012,204,5.4,2.35,0
Color,Tobe Hooper,277,88,365,177,Edwin Neal,383,30859000,Horror,Gunnar Hansen,The Texas Chain Saw Massacre ,96411,1094,Marilyn Burns,0,cannibal,826,English,USA,R,83532,1974,371,7.5,1.85,0
Color,Travis Cluff,159,81,3,7,Cassidy Gifford,220,22757819,Horror,Pfeifer Brown,The Gallows ,13521,276,Reese Mishler,0,breaking and entering,150,English,USA,R,100000,2015,40,4.2,1.85,0
 Black and White,Joseph Green,95,70,2,6,Jason Evers,24,,Horror,Virginia Leith,The Brain That Wouldn't Die ,4752,52,Bruce Kerr,1,brain,152,English,USA,Approved,62000,1962,16,4.1,1.66,1000
Color,Travis Legge,2,83,138,76,Patricia Raven,307,,Horror,Elissa Dowling,Raymond Did It ,192,619,Lindsay Felton,0,blood,6,English,USA,Unrated,40000,2011,114,3.2,2.35,239
Color,Collin Joseph Neal,7,75,14,130,Thomas Brophy,252,,Horror,Julianne Gabert,"Run, Hide, Die ",106,638,Ronee Collins,0,,5,English,USA,,50000,2012,132,3.7,2.35,225
Color,Damir Catic,,89,2,0,Ron Gelner,5,,Horror,Nichole Ceballos,Her Cry: La Llorona Investigation ,23,5,Parker Riggs,0,la llorona,2,English,USA,Not Rated,60000,2013,0,5.4,,48
Color,Marcus Nispel,43,91,158,265,Brittany Curran,630,,Horror,Ashley Tramonte,Exeter ,3836,2679,Lindsay MacDonald,0,asylum,33,English,USA,R,,2015,512,4.6,1.85,0
 Black and White,Ivan Kavanagh,12,83,18,0,Michael Parle,10,,Horror,Patrick O'Donnell,Tin Can Man ,57,15,Emma Eliza Regan,0,,1,English,Ireland,,10000,2007,5,6.7,1.33,105
